source_file,source_sheet,source_row,source_row_end,field,corrected_value,note
1995.xls,Sheet1,27476,,row_action,ignore,Corrupted interpolated duplicate of a clean source row; exclude the false second event.
1995.xls,Sheet1,27477,,row_action,ignore,Corrupted interpolated duplicate of a clean source row; exclude the false second event.
1995.xls,Sheet1,27478,,row_action,ignore,Corrupted interpolated duplicate of a clean source row; exclude the false second event.
1995.xls,Sheet1,27479,,row_action,ignore,Corrupted interpolated duplicate of a clean source row; exclude the false second event.
1995.xls,Sheet1,27480,,row_action,ignore,Corrupted interpolated duplicate of a clean source row; exclude the false second event.
2001-2005_Processed(1993-2000 present too).xlsx,Ngulia Data 1993-2005,48148,,age_raw,4,Removed a stray opening parenthesis from the age value.
1991_A.xls,Sheet1,572,,age_raw,3,Removed a duplicated age digit.
1992_B.xls,Sheet1,2915,,age_raw,3,Removed a duplicated age digit.
1993.xls,1993 All,2729,,age_raw,3,Removed a duplicated age digit.
1993.xls,1993 All,9078,,age_raw,3,Removed a duplicated age digit.
1994.xls,94 combined,2829,,age_raw,3,Removed a duplicated age digit.
1994.xls,94 combined,5431,,age_raw,3,Removed a duplicated age digit.
1996.xls,Sheet1,1165,,age_raw,3,Removed a duplicated age digit.
1998.xls,Sheet1,813,,age_raw,3,Removed a duplicated age digit.
1998.xls,Sheet1,4446,,age_raw,3,Removed a duplicated age digit.
1991_B.xls,Sheet1,2052,,age_raw,4,Removed a duplicated age digit.
1993.xls,1993 All,219,,age_raw,4,Removed a duplicated age digit.
1994.xls,94 combined,8117,,age_raw,4,Removed a duplicated age digit.
1996.xls,Sheet1,4544,,age_raw,4,Removed a duplicated age digit.
2000.xls,Sheet1,5376,,age_raw,4,Removed a duplicated age digit.
2010.xls,Sheet1,4120,,age_raw,4,Removed a duplicated age digit.
2010.xls,Sheet1,4997,,age_raw,4,Removed a duplicated age digit.
2010.xls,Sheet1,6396,,age_raw,4,Removed a duplicated age digit.
2010.xls,Sheet1,15437,,age_raw,4,Removed a duplicated age digit.
2011.xls,Sheet1,3192,,age_raw,4,Removed a duplicated age digit.
2016.xlsx,Sheet1,3646,,age_raw,4,Removed a duplicated age digit.
2016.xlsx,Sheet1,4114,,age_raw,4,Removed a duplicated age digit.
2016.xlsx,Sheet1,9485,,age_raw,4,Removed a duplicated age digit.
2016.xlsx,Sheet1,11470,,age_raw,4,Removed a duplicated age digit.
1997.xls,Sheet1,15582,,age_raw,4,Separated an age value combined with the sex letter.
1997.xls,Sheet1,15582,,sex_raw,F,Separated a sex letter combined with the age value.
1996.xls,Sheet1,3331,,age_raw,0,Age field contains a misplaced sex letter; age is unknown.
1996.xls,Sheet1,3331,,sex_raw,F,Moved the misplaced sex letter from the age field.
1997.xls,Sheet1,12249,,age_raw,0,Age field contains a misplaced sex letter; age is unknown.
1997.xls,Sheet1,12249,,sex_raw,M,Moved the misplaced sex letter from the age field.
1997.xls,Sheet1,9018,,weight_raw,11.1,Restored a missing decimal point in the weight.
1998.xls,Sheet1,128,,weight_raw,10.4,Restored a missing decimal point in the weight.
1998.xls,Sheet1,7860,,weight_raw,10.8,Restored a missing decimal point in the weight.
2008_Processed.xlsx,Sheet1,3667,,wing_raw,123,Restored wing from the clearer archived processed transcription.
2008_Processed.xlsx,Sheet1,3667,,weight_raw,19.1,Restored the missing decimal point shown by the archived processed transcription.
2008_Processed.xlsx,Sheet1,4575,,weight_raw,24.8,Restored weight from the clearer archived processed transcription.
2008_Processed.xlsx,Sheet1,4668,,wing_raw,95,Restored wing from the clearer archived processed transcription.
2008_Processed.xlsx,Sheet1,4668,,weight_raw,25.2,Restored weight from the clearer archived processed transcription.
2008_Processed.xlsx,Sheet1,16983,,weight_raw,17.2,Restored the missing decimal point shown by the archived processed transcription.
2008_Processed.xlsx,Sheet1,19800,,wing_raw,91,Restored wing from the clearer archived processed transcription.
2008_Processed.xlsx,Sheet1,19800,,weight_raw,21.6,Restored weight from the clearer archived processed transcription.
2009.xls,Sheet1,2374,,wing_raw,,A body mass was entered in the wing field; wing is unknown.
2009.xls,Sheet1,2374,,weight_raw,11.2,Moved the body mass from the wing field to weight.
2009.xls,Sheet1,2902,,wing_raw,66,Restored wing from the clearer archived processed transcription.
2011.xls,Sheet1,405,,weight_raw,13.3,Restored a missing decimal point confirmed by the archived workbook.
2017.xlsx,Ringing Data,1920,,weight_raw,15.4,Restored a missing decimal point in the weight.
2017.xlsx,Ringing Data,4294,,weight_raw,23.8,Restored a missing decimal point in the weight.
2017.xlsx,Ringing Data,8527,,weight_raw,20.3,Restored a missing decimal point in the weight.
2018.xlsx,Ringing Data,2338,,weight_raw,10.3,Restored a missing decimal point in the weight.
2018.xlsx,Ringing Data,3881,,weight_raw,23.2,Restored a missing decimal point in the weight.
2018.xlsx,Ringing Data,4273,,weight_raw,10.3,Restored a missing decimal point in the weight.
2018.xlsx,Ringing Data,4979,,weight_raw,10.6,Restored a missing decimal point in the weight.
2019.xlsx,Ringing Data,1856,,weight_raw,16.1,Restored a missing decimal point in the weight.
2020.xlsx,Ring Data,8900,,weight_raw,17.5,Restored a missing decimal point in the weight.
2021.xlsx,Ringing data,118,,wing_raw,,A body mass was entered in the wing field; wing is unknown.
2021.xlsx,Ringing data,118,,weight_raw,30.2,Moved the body mass from the wing field to weight.
2022.xlsx,2022 All Pal Data,134,,wing_raw,,A body mass was entered in the wing field; wing is unknown.
2022.xlsx,2022 All Pal Data,134,,weight_raw,20,Moved the body mass from the wing field to weight.
2022.xlsx,2022 All Pal Data,1772,,wing_raw,,A body mass was entered in the wing field; wing is unknown.
2022.xlsx,2022 All Pal Data,1772,,weight_raw,15.1,Moved the body mass from the wing field to weight.
2008_Processed.xlsx,Sheet1,2568,,species_label_raw,Unresolved source conflict: current Rufous Bush Chat; archive Coracias garrulus,Current and archived workbooks disagree on species; leave species unresolved for manual review.
2008_Processed.xlsx,Sheet1,2569,,species_label_raw,Unresolved source conflict: current Rufous Bush Chat; archive Coracias garrulus,Current and archived workbooks disagree on species; leave species unresolved for manual review.
2008_Processed.xlsx,Sheet1,20077,,species_label_raw,Unresolved source conflict: current Thrush Nightingale; archive Marsh Warbler,Current and archived workbooks disagree on species; leave species unresolved for manual review.
